Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN004274,Borrower_4274,35795,458811,Medium,Personal,2026-09-13,2036-09-13,11.67,Current,Retail,588,213010,0.36,None,USA,PA,2035-09-13
LN004275,Borrower_4275,275914,341354,High,Mortgage,2026-09-14,2036-09-14,14.64,Delinquent,Finance,747,458042,0.9,Inventory,Canada,PA,2035-09-14
LN004276,Borrower_4276,16093,175166,Low,Auto,2026-09-15,2036-09-15,11.13,Default,Finance,531,478920,0.6,Equipment,France,NY,2035-09-15
LN004277,Borrower_4277,444787,219961,High,Auto,2026-09-16,2036-09-16,3.78,Current,Finance,624,280557,0.16,None,UK,NC,2035-09-16
LN004278,Borrower_4278,398409,489601,Low,Commercial,2026-09-17,2036-09-17,5.56,Delinquent,Technology,651,329667,0.16,Real Estate,Canada,PA,2035-09-17
LN004279,Borrower_4279,367455,398751,Medium,Auto,2026-09-18,2036-09-18,9.94,Current,Technology,530,185763,0.23,Equipment,UK,NY,2035-09-18
LN004280,Borrower_4280,284713,450251,High,Personal,2026-09-19,2036-09-19,5.94,Current,Healthcare,623,150585,0.29,None,Canada,CA,2035-09-19
LN004281,Borrower_4281,278334,48367,Low,Mortgage,2026-09-20,2036-09-20,14.47,Delinquent,Healthcare,563,33163,0.9,None,Germany,MI,2035-09-20
LN004282,Borrower_4282,329968,239544,Medium,Personal,2026-09-21,2036-09-21,7.57,Default,Technology,749,474695,0.8,Equipment,Germany,MI,2035-09-21
LN004283,Borrower_4283,178824,411334,Medium,Personal,2026-09-22,2036-09-22,8.22,Default,Finance,848,363547,0.28,Equipment,USA,CA,2035-09-22
LN004284,Borrower_4284,168399,454028,High,Auto,2026-09-23,2036-09-23,11.27,Current,Manufacturing,611,478447,0.32,Equipment,Germany,TX,2035-09-23
LN004285,Borrower_4285,309214,60884,High,Mortgage,2026-09-24,2036-09-24,9.05,Delinquent,Retail,488,386954,0.67,Real Estate,France,PA,2035-09-24
LN004286,Borrower_4286,484141,460384,High,Mortgage,2026-09-25,2036-09-25,7.28,Delinquent,Healthcare,364,322566,0.88,Equipment,Germany,FL,2035-09-25
LN004287,Borrower_4287,45197,145352,Medium,Personal,2026-09-26,2036-09-26,3.46,Default,Finance,725,304755,0.39,Real Estate,France,GA,2035-09-26
LN004288,Borrower_4288,7261,408962,Low,Commercial,2026-09-27,2036-09-27,9.96,Current,Healthcare,652,334605,0.57,None,Canada,OH,2035-09-27
LN004289,Borrower_4289,492121,365716,Low,Auto,2026-09-28,2036-09-28,13.34,Default,Manufacturing,436,411511,0.9,Equipment,Canada,NC,2035-09-28
LN004290,Borrower_4290,162584,54251,High,Commercial,2026-09-29,2036-09-29,11.07,Delinquent,Finance,435,27625,0.79,Inventory,France,GA,2035-09-29
LN004291,Borrower_4291,404932,85821,Low,Personal,2026-09-30,2036-09-30,7.27,Delinquent,Technology,613,273633,0.9,Real Estate,USA,OH,2035-09-30
LN004292,Borrower_4292,353939,84583,Medium,Auto,2026-10-01,2036-10-01,4.1,Default,Manufacturing,796,339996,0.35,None,Germany,PA,2035-10-01
LN004293,Borrower_4293,296077,245697,Low,Commercial,2026-10-02,2036-10-02,12.7,Default,Healthcare,609,122380,0.72,Real Estate,France,FL,2035-10-02
LN004294,Borrower_4294,140450,11207,Medium,Commercial,2026-10-03,2036-10-03,14.27,Delinquent,Finance,737,289128,0.2,Real Estate,Germany,MI,2035-10-03
LN004295,Borrower_4295,45583,203199,High,Commercial,2026-10-04,2036-10-04,7.35,Current,Finance,660,362353,0.65,Real Estate,UK,PA,2035-10-04
LN004296,Borrower_4296,379226,28757,Low,Auto,2026-10-05,2036-10-05,11.61,Delinquent,Retail,455,483869,0.37,Equipment,USA,NC,2035-10-05
LN004297,Borrower_4297,352515,410442,Medium,Commercial,2026-10-06,2036-10-06,7.63,Current,Retail,665,135561,0.73,Inventory,Canada,IL,2035-10-06
LN004298,Borrower_4298,165105,489484,High,Mortgage,2026-10-07,2036-10-07,8.78,Default,Retail,380,149005,0.23,Inventory,France,PA,2035-10-07
LN004299,Borrower_4299,422216,455623,High,Personal,2026-10-08,2036-10-08,12.96,Default,Technology,536,231805,0.7,None,UK,PA,2035-10-08
LN004300,Borrower_4300,116032,421422,High,Auto,2026-10-09,2036-10-09,3.54,Current,Finance,696,138530,0.74,None,France,CA,2035-10-09
LN004301,Borrower_4301,211940,152328,High,Mortgage,2026-10-10,2036-10-10,9.13,Delinquent,Finance,358,451807,0.87,Inventory,France,TX,2035-10-10
LN004302,Borrower_4302,309748,296966,Low,Commercial,2026-10-11,2036-10-11,5.18,Delinquent,Healthcare,536,83260,0.72,Inventory,France,NC,2035-10-11
LN004303,Borrower_4303,466552,263070,Medium,Personal,2026-10-12,2036-10-12,6.75,Current,Technology,809,319672,0.57,Real Estate,France,GA,2035-10-12
LN004304,Borrower_4304,362218,42340,Low,Commercial,2026-10-13,2036-10-13,10.56,Current,Retail,637,151479,0.81,None,Canada,MI,2035-10-13
LN004305,Borrower_4305,231727,243955,Medium,Mortgage,2026-10-14,2036-10-14,2.84,Current,Finance,771,197450,0.36,Inventory,Canada,MI,2035-10-14
LN004306,Borrower_4306,78869,446450,High,Commercial,2026-10-15,2036-10-15,9.92,Current,Retail,714,308142,0.71,Inventory,Canada,NY,2035-10-15
LN004307,Borrower_4307,272554,306495,Low,Auto,2026-10-16,2036-10-16,6.04,Delinquent,Manufacturing,588,193646,0.75,Inventory,USA,GA,2035-10-16
LN004308,Borrower_4308,350519,369455,High,Mortgage,2026-10-17,2036-10-17,10.87,Default,Technology,673,459847,0.45,None,Canada,FL,2035-10-17
LN004309,Borrower_4309,192116,442887,Medium,Auto,2026-10-18,2036-10-18,4.27,Delinquent,Retail,608,30714,0.99,Real Estate,Germany,CA,2035-10-18
LN004310,Borrower_4310,199387,76320,High,Personal,2026-10-19,2036-10-19,11.7,Current,Technology,421,92892,0.42,Real Estate,Canada,OH,2035-10-19
LN004311,Borrower_4311,363199,365709,Low,Auto,2026-10-20,2036-10-20,10.57,Delinquent,Finance,646,437658,0.18,Equipment,France,PA,2035-10-20
LN004312,Borrower_4312,207416,429373,Low,Auto,2026-10-21,2036-10-21,14.64,Current,Manufacturing,335,83764,0.37,None,France,GA,2035-10-21
LN004313,Borrower_4313,405012,283081,Medium,Commercial,2026-10-22,2036-10-22,13.89,Current,Healthcare,752,68889,0.19,Equipment,Germany,CA,2035-10-22
LN004314,Borrower_4314,91716,448506,Medium,Commercial,2026-10-23,2036-10-23,6.04,Current,Manufacturing,758,397657,0.41,Inventory,UK,PA,2035-10-23
LN004315,Borrower_4315,59245,440923,Low,Mortgage,2026-10-24,2036-10-24,2.84,Current,Technology,525,337036,0.22,Real Estate,France,MI,2035-10-24
LN004316,Borrower_4316,48056,274363,Low,Personal,2026-10-25,2036-10-25,10.69,Delinquent,Manufacturing,676,35869,0.5,None,France,PA,2035-10-25
LN004317,Borrower_4317,415925,10399,Low,Mortgage,2026-10-26,2036-10-26,10.04,Current,Finance,487,200319,0.8,Real Estate,Canada,MI,2035-10-26
LN004318,Borrower_4318,255736,127733,Low,Personal,2026-10-27,2036-10-27,2.84,Delinquent,Technology,302,440895,0.16,Equipment,Canada,CA,2035-10-27
LN004319,Borrower_4319,325701,230920,Medium,Personal,2026-10-28,2036-10-28,4.03,Delinquent,Technology,305,195371,0.61,Inventory,France,GA,2035-10-28
LN004320,Borrower_4320,284687,421873,Low,Auto,2026-10-29,2036-10-29,9.81,Default,Finance,703,129291,0.14,Real Estate,Germany,PA,2035-10-29
LN004321,Borrower_4321,435634,283191,Medium,Commercial,2026-10-30,2036-10-30,13.9,Delinquent,Retail,608,489384,0.9,Equipment,France,OH,2035-10-30
LN004322,Borrower_4322,230683,232615,Low,Personal,2026-10-31,2036-10-31,13.83,Default,Healthcare,658,343091,0.93,Equipment,Canada,CA,2035-10-31
LN004323,Borrower_4323,363182,470311,Low,Commercial,2026-11-01,2036-11-01,4.39,Default,Manufacturing,807,411152,0.54,None,Canada,NC,2035-11-01
LN004324,Borrower_4324,414940,86693,High,Personal,2026-11-02,2036-11-02,7.31,Default,Healthcare,764,159662,0.79,Inventory,Canada,MI,2035-11-02
LN004325,Borrower_4325,270972,101931,High,Commercial,2026-11-03,2036-11-03,3.04,Delinquent,Healthcare,817,150764,0.63,Inventory,Germany,GA,2035-11-03
LN004326,Borrower_4326,121656,466370,Low,Mortgage,2026-11-04,2036-11-04,8.37,Default,Finance,683,348941,0.41,Real Estate,France,TX,2035-11-04
LN004327,Borrower_4327,22087,176963,Medium,Commercial,2026-11-05,2036-11-05,11.91,Current,Retail,789,189863,0.32,Real Estate,Canada,FL,2035-11-05
LN004328,Borrower_4328,410821,138852,Low,Auto,2026-11-06,2036-11-06,12.37,Delinquent,Healthcare,838,289844,0.78,Equipment,UK,PA,2035-11-06
LN004329,Borrower_4329,298481,290194,High,Personal,2026-11-07,2036-11-07,8.74,Current,Technology,788,421196,0.49,Real Estate,Canada,TX,2035-11-07
LN004330,Borrower_4330,141554,74551,Low,Auto,2026-11-08,2036-11-08,3.7,Delinquent,Retail,606,192760,0.93,Inventory,USA,NC,2035-11-08
LN004331,Borrower_4331,332477,331810,High,Personal,2026-11-09,2036-11-09,7.27,Default,Finance,574,303618,0.98,None,UK,OH,2035-11-09
LN004332,Borrower_4332,490757,225691,Low,Auto,2026-11-10,2036-11-10,14.15,Default,Healthcare,461,316568,0.29,Real Estate,Canada,MI,2035-11-10
LN004333,Borrower_4333,486512,83016,Low,Personal,2026-11-11,2036-11-11,5.37,Delinquent,Finance,546,238461,0.6,Real Estate,USA,IL,2035-11-11
LN004334,Borrower_4334,187024,114135,Medium,Commercial,2026-11-12,2036-11-12,6.5,Default,Manufacturing,835,25470,0.58,Real Estate,Germany,IL,2035-11-12
LN004335,Borrower_4335,141535,54010,High,Personal,2026-11-13,2036-11-13,11.84,Current,Finance,542,326949,0.88,None,USA,TX,2035-11-13
LN004336,Borrower_4336,248236,233084,High,Auto,2026-11-14,2036-11-14,11.67,Current,Technology,329,434730,0.72,Inventory,France,FL,2035-11-14
LN004337,Borrower_4337,75448,39165,High,Auto,2026-11-15,2036-11-15,13.9,Default,Finance,780,377439,0.65,Real Estate,France,TX,2035-11-15
LN004338,Borrower_4338,9648,274672,Medium,Personal,2026-11-16,2036-11-16,7.35,Delinquent,Retail,520,228809,0.71,Real Estate,Germany,MI,2035-11-16
LN004339,Borrower_4339,397720,383984,Low,Personal,2026-11-17,2036-11-17,8.93,Delinquent,Manufacturing,670,189081,0.45,None,Germany,TX,2035-11-17
LN004340,Borrower_4340,300767,181680,Medium,Mortgage,2026-11-18,2036-11-18,8.34,Current,Technology,377,194266,0.96,Inventory,Germany,CA,2035-11-18
LN004341,Borrower_4341,457372,400130,Low,Mortgage,2026-11-19,2036-11-19,14.1,Default,Manufacturing,419,477095,0.15,Inventory,USA,PA,2035-11-19
LN004342,Borrower_4342,40634,38136,Medium,Commercial,2026-11-20,2036-11-20,12.12,Default,Technology,809,308967,0.13,None,USA,MI,2035-11-20
LN004343,Borrower_4343,442818,405395,Medium,Commercial,2026-11-21,2036-11-21,12.89,Current,Manufacturing,813,476758,0.47,None,Germany,NC,2035-11-21
LN004344,Borrower_4344,381742,349152,High,Commercial,2026-11-22,2036-11-22,4.16,Delinquent,Healthcare,666,85830,0.24,Real Estate,USA,MI,2035-11-22
LN004345,Borrower_4345,316478,13076,Medium,Commercial,2026-11-23,2036-11-23,12.4,Default,Finance,379,216662,0.59,Real Estate,France,PA,2035-11-23
LN004346,Borrower_4346,335792,387055,Low,Commercial,2026-11-24,2036-11-24,7.91,Delinquent,Retail,658,372898,0.11,Inventory,Canada,PA,2035-11-24
LN004347,Borrower_4347,27054,156855,Medium,Personal,2026-11-25,2036-11-25,2.79,Delinquent,Retail,490,451530,0.51,Equipment,UK,PA,2035-11-25
LN004348,Borrower_4348,75028,379769,Medium,Mortgage,2026-11-26,2036-11-26,3.25,Current,Healthcare,316,117196,0.37,Equipment,Germany,IL,2035-11-26
LN004349,Borrower_4349,27207,178788,Low,Personal,2026-11-27,2036-11-27,10.97,Delinquent,Manufacturing,330,101999,0.28,None,France,FL,2035-11-27
LN004350,Borrower_4350,478866,51298,High,Mortgage,2026-11-28,2036-11-28,7.15,Current,Finance,433,77983,0.5,Inventory,USA,CA,2035-11-28
LN004351,Borrower_4351,235893,317448,Low,Mortgage,2026-11-29,2036-11-29,13.35,Default,Healthcare,522,95240,0.87,Equipment,UK,IL,2035-11-29
LN004352,Borrower_4352,86554,342504,Low,Auto,2026-11-30,2036-11-30,11.68,Delinquent,Manufacturing,369,294138,0.69,Equipment,Germany,CA,2035-11-30
LN004353,Borrower_4353,157458,70835,Low,Auto,2026-12-01,2036-12-01,2.77,Current,Finance,691,396079,0.24,None,USA,GA,2035-12-01
LN004354,Borrower_4354,88276,113424,Medium,Mortgage,2026-12-02,2036-12-02,11.09,Current,Manufacturing,392,199460,0.55,Inventory,USA,FL,2035-12-02
LN004355,Borrower_4355,457734,140190,Medium,Personal,2026-12-03,2036-12-03,4.9,Delinquent,Retail,372,221978,0.94,Equipment,UK,NY,2035-12-03
LN004356,Borrower_4356,319925,470508,Low,Mortgage,2026-12-04,2036-12-04,7.78,Current,Finance,437,481095,0.5,Inventory,USA,NC,2035-12-04
LN004357,Borrower_4357,188852,255394,Low,Commercial,2026-12-05,2036-12-05,10.31,Default,Retail,323,327147,0.52,None,UK,NY,2035-12-05
LN004358,Borrower_4358,197512,320055,High,Personal,2026-12-06,2036-12-06,13.41,Delinquent,Retail,746,89442,0.95,Equipment,France,NC,2035-12-06
LN004359,Borrower_4359,442415,467705,Medium,Personal,2026-12-07,2036-12-07,8.2,Default,Finance,467,319746,0.22,Real Estate,Germany,IL,2035-12-07
LN004360,Borrower_4360,328179,104088,Medium,Mortgage,2026-12-08,2036-12-08,12.61,Current,Healthcare,575,364962,0.76,Real Estate,USA,MI,2035-12-08
LN004361,Borrower_4361,13210,16185,Medium,Commercial,2026-12-09,2036-12-09,12.29,Default,Manufacturing,588,293660,0.37,Inventory,Canada,OH,2035-12-09
LN004362,Borrower_4362,49363,436008,Medium,Mortgage,2026-12-10,2036-12-10,7.68,Current,Finance,313,417214,0.88,Inventory,UK,OH,2035-12-10
LN004363,Borrower_4363,247247,474426,Low,Commercial,2026-12-11,2036-12-11,8.76,Current,Retail,779,54280,0.15,Equipment,France,IL,2035-12-11
LN004364,Borrower_4364,83279,51613,Low,Personal,2026-12-12,2036-12-12,11.26,Default,Manufacturing,737,316732,0.99,Inventory,Canada,GA,2035-12-12
LN004365,Borrower_4365,196420,242084,High,Mortgage,2026-12-13,2036-12-13,2.89,Delinquent,Finance,354,273053,0.79,Equipment,Germany,IL,2035-12-13
LN004366,Borrower_4366,191356,165999,Medium,Commercial,2026-12-14,2036-12-14,13.64,Delinquent,Healthcare,592,448799,0.36,Inventory,France,NY,2035-12-14
LN004367,Borrower_4367,208196,263530,Medium,Auto,2026-12-15,2036-12-15,12.12,Delinquent,Finance,660,407510,0.78,Inventory,UK,IL,2035-12-15
LN004368,Borrower_4368,204919,486369,Low,Personal,2026-12-16,2036-12-16,5.62,Default,Finance,383,144192,0.93,None,France,TX,2035-12-16
LN004369,Borrower_4369,420648,466944,High,Personal,2026-12-17,2036-12-17,14.76,Default,Technology,668,187090,0.2,Inventory,France,TX,2035-12-17
LN004370,Borrower_4370,262324,470497,Low,Auto,2026-12-18,2036-12-18,4.74,Default,Manufacturing,460,303727,0.92,Real Estate,France,IL,2035-12-18
LN004371,Borrower_4371,200161,293164,Medium,Commercial,2026-12-19,2036-12-19,13.93,Default,Finance,605,401024,0.42,Real Estate,Germany,NY,2035-12-19
LN004372,Borrower_4372,453614,43678,Medium,Personal,2026-12-20,2036-12-20,6.56,Delinquent,Retail,775,262377,0.11,None,Canada,MI,2035-12-20
LN004373,Borrower_4373,235363,218767,High,Commercial,2026-12-21,2036-12-21,12.04,Delinquent,Retail,758,233021,0.2,None,France,GA,2035-12-21
LN004374,Borrower_4374,139393,62394,Low,Auto,2026-12-22,2036-12-22,8.2,Current,Technology,499,315905,0.9,None,USA,NC,2035-12-22
LN004375,Borrower_4375,348492,201017,Medium,Mortgage,2026-12-23,2036-12-23,11.71,Default,Retail,634,50268,0.98,None,France,FL,2035-12-23
LN004376,Borrower_4376,435599,116377,Medium,Personal,2026-12-24,2036-12-24,4.45,Delinquent,Finance,641,459739,0.91,Equipment,France,NY,2035-12-24
LN004377,Borrower_4377,380960,122716,High,Personal,2026-12-25,2036-12-25,5.87,Delinquent,Manufacturing,478,107714,0.5,Inventory,Germany,CA,2035-12-25
LN004378,Borrower_4378,214754,188486,Medium,Commercial,2026-12-26,2036-12-26,3.75,Delinquent,Technology,749,250662,0.97,Inventory,Germany,OH,2035-12-26
LN004379,Borrower_4379,128053,449032,Medium,Personal,2026-12-27,2036-12-27,13.31,Delinquent,Technology,455,476069,0.47,Real Estate,Germany,NY,2035-12-27
LN004380,Borrower_4380,477406,56918,Low,Mortgage,2026-12-28,2036-12-28,6.2,Delinquent,Healthcare,471,405887,0.2,Real Estate,Germany,TX,2035-12-28
LN004381,Borrower_4381,188965,485497,High,Auto,2026-12-29,2036-12-29,11.18,Delinquent,Healthcare,695,336481,0.41,Real Estate,France,OH,2035-12-29
LN004382,Borrower_4382,171892,243556,High,Personal,2026-12-30,2036-12-30,12.75,Default,Manufacturing,510,436479,1.0,Equipment,France,FL,2035-12-30
LN004383,Borrower_4383,333406,378784,High,Auto,2026-12-31,2036-12-31,13.77,Current,Manufacturing,324,64763,0.66,Inventory,UK,NC,2035-12-31
LN004384,Borrower_4384,139832,456910,Low,Commercial,2027-01-01,2037-01-01,3.83,Current,Technology,775,106868,0.41,None,Germany,FL,2036-01-01
LN004385,Borrower_4385,158262,161527,High,Mortgage,2027-01-02,2037-01-02,13.66,Default,Finance,501,238896,0.66,Equipment,UK,NY,2036-01-02
LN004386,Borrower_4386,72411,367590,Medium,Personal,2027-01-03,2037-01-03,4.97,Delinquent,Finance,763,342066,0.49,Real Estate,Canada,MI,2036-01-03
LN004387,Borrower_4387,290521,170807,High,Auto,2027-01-04,2037-01-04,11.71,Default,Healthcare,736,92973,0.14,None,Germany,FL,2036-01-04
LN004388,Borrower_4388,444953,95702,Medium,Mortgage,2027-01-05,2037-01-05,11.61,Delinquent,Manufacturing,778,166480,0.28,Real Estate,Canada,GA,2036-01-05
LN004389,Borrower_4389,467785,106509,High,Auto,2027-01-06,2037-01-06,2.61,Delinquent,Manufacturing,668,314706,0.12,Equipment,USA,IL,2036-01-06
LN004390,Borrower_4390,43211,356752,High,Commercial,2027-01-07,2037-01-07,5.26,Delinquent,Finance,678,389697,0.33,Real Estate,France,PA,2036-01-07
LN004391,Borrower_4391,218981,115310,Low,Mortgage,2027-01-08,2037-01-08,8.65,Delinquent,Healthcare,410,358159,0.77,Inventory,France,PA,2036-01-08
LN004392,Borrower_4392,270888,406325,High,Mortgage,2027-01-09,2037-01-09,7.75,Delinquent,Finance,422,176243,0.27,None,UK,GA,2036-01-09
LN004393,Borrower_4393,261638,308946,High,Commercial,2027-01-10,2037-01-10,13.98,Default,Finance,353,26831,0.58,Inventory,France,TX,2036-01-10
LN004394,Borrower_4394,292139,200092,Low,Commercial,2027-01-11,2037-01-11,7.0,Default,Technology,770,380258,0.73,Inventory,Canada,PA,2036-01-11
LN004395,Borrower_4395,153049,35622,Medium,Personal,2027-01-12,2037-01-12,14.21,Current,Manufacturing,505,38745,0.59,None,France,GA,2036-01-12
LN004396,Borrower_4396,234010,110935,High,Commercial,2027-01-13,2037-01-13,8.24,Delinquent,Technology,466,215405,0.11,Real Estate,Germany,MI,2036-01-13
LN004397,Borrower_4397,39542,261440,High,Commercial,2027-01-14,2037-01-14,14.55,Default,Technology,734,211636,0.43,Real Estate,USA,OH,2036-01-14
LN004398,Borrower_4398,15651,118919,Medium,Auto,2027-01-15,2037-01-15,11.72,Default,Finance,310,472378,0.5,Equipment,UK,FL,2036-01-15
LN004399,Borrower_4399,104239,396813,Low,Mortgage,2027-01-16,2037-01-16,12.87,Delinquent,Healthcare,682,123878,0.41,Real Estate,UK,IL,2036-01-16
LN004400,Borrower_4400,346075,434813,High,Auto,2027-01-17,2037-01-17,3.81,Delinquent,Finance,773,413372,0.59,Real Estate,UK,OH,2036-01-17
LN004401,Borrower_4401,231416,173026,Low,Commercial,2027-01-18,2037-01-18,9.83,Default,Healthcare,808,441095,0.56,Inventory,Germany,PA,2036-01-18
LN004402,Borrower_4402,369256,70519,Medium,Personal,2027-01-19,2037-01-19,4.28,Delinquent,Manufacturing,353,234222,0.27,Real Estate,France,IL,2036-01-19
LN004403,Borrower_4403,283859,188187,Medium,Auto,2027-01-20,2037-01-20,6.22,Default,Retail,546,247499,0.78,Real Estate,Germany,GA,2036-01-20
LN004404,Borrower_4404,442625,499204,Low,Auto,2027-01-21,2037-01-21,10.29,Current,Manufacturing,818,437179,0.25,Inventory,Canada,IL,2036-01-21
LN004405,Borrower_4405,160378,437367,Medium,Mortgage,2027-01-22,2037-01-22,11.58,Delinquent,Finance,439,53957,0.51,None,France,PA,2036-01-22
LN004406,Borrower_4406,155158,257587,Medium,Mortgage,2027-01-23,2037-01-23,2.99,Current,Healthcare,704,230702,0.78,Equipment,Germany,NC,2036-01-23
LN004407,Borrower_4407,412592,149112,High,Mortgage,2027-01-24,2037-01-24,9.14,Current,Retail,805,158766,0.73,None,Canada,OH,2036-01-24
LN004408,Borrower_4408,328494,45772,Low,Personal,2027-01-25,2037-01-25,9.57,Current,Healthcare,523,243133,0.49,None,Canada,CA,2036-01-25
LN004409,Borrower_4409,338569,123431,High,Personal,2027-01-26,2037-01-26,3.49,Delinquent,Healthcare,646,73752,0.81,None,Germany,IL,2036-01-26
LN004410,Borrower_4410,434852,359234,Low,Commercial,2027-01-27,2037-01-27,8.76,Current,Retail,673,471659,0.74,None,Germany,PA,2036-01-27
LN004411,Borrower_4411,353264,195904,High,Commercial,2027-01-28,2037-01-28,11.42,Default,Retail,503,246515,0.45,None,USA,TX,2036-01-28
LN004412,Borrower_4412,382033,159988,Medium,Mortgage,2027-01-29,2037-01-29,3.17,Default,Manufacturing,591,493690,0.91,Inventory,Germany,FL,2036-01-29
LN004413,Borrower_4413,449865,308015,Low,Auto,2027-01-30,2037-01-30,12.0,Delinquent,Technology,576,337185,0.23,Real Estate,UK,CA,2036-01-30
LN004414,Borrower_4414,432826,289516,Low,Mortgage,2027-01-31,2037-01-31,9.71,Delinquent,Retail,608,75016,0.42,Real Estate,France,OH,2036-01-31
LN004415,Borrower_4415,146130,455923,Low,Commercial,2027-02-01,2037-02-01,12.92,Current,Technology,553,197173,0.73,Equipment,Canada,CA,2036-02-01
LN004416,Borrower_4416,260948,40080,Low,Auto,2027-02-02,2037-02-02,5.23,Delinquent,Technology,302,247481,0.89,None,UK,CA,2036-02-02
LN004417,Borrower_4417,341781,107242,Medium,Commercial,2027-02-03,2037-02-03,12.92,Default,Technology,487,493511,0.39,Equipment,UK,IL,2036-02-03
LN004418,Borrower_4418,476249,305866,Medium,Personal,2027-02-04,2037-02-04,3.68,Default,Technology,636,278695,0.61,Inventory,Canada,IL,2036-02-04
